CHR Start Stop Strand
2 53929311 53929582 -1
2 64017060 64017366 +1
2 88012095 88012401 +1
20 5587375 5587665 -1
3 142544175 142544480 +1
3 183728990 183729286 +1
3 40536105 40536383 -1
5 180554135 180554433 +1
5 32164897 32165196 -1
6 154740639 154740918 -1
6 87267613 87267898 -1
7 149133119 149133413 -1
7 152266241 152266544 -1
7 4685216 4685521 -1
7 5676011 5676303 -1
8 123344344 123344645 -1
9 100333002 100333261 -1
9 114382308 114382605 +1
9 124734411 124734721 +1
9 129957031 129957337 -1
9 33835599 33835889 +1
9 97663896 97664186 +1
 "X" 139890254 139890545 +1
1 15695514 15695803 -1
1 223839657 223839947 +1
1 247886601 247886890 +1
1 25248866 25249157 +1
1 7979515 7979800 -1
10 100264839 100265155 +1
10 119074975 119075257 -1
10 17135775 17136089 +1
11 108182982 108183286 -1
11 118776552 118776859 +1
12 48849381 48849680 +1
12 53610282 53610583 +1
12 56685390 56685698 -1
12 6504384 6504691 -1
15 40450855 40451172 +1
15 92892823 92893128 -1
16 23520510 23520673 +1
17 42012202 42012497 +1
17 44446284 44446574 +1
17 75807755 75807888 -1
17 78772837 78773132 -1
17 82003163 82003457 +1
17 82546794 82547106 +1
19 11449541 11449834 -1
19 15344643 15344947 -1
19 3194138 3194394 +1
19 35262998 35263300 +1
19 8546366 8546658 -1
2 10801002 10801284 +1
2 112327890 112328190 -1
2 241306622 241306905 +1
2 241318697 241318995 -1
20 32419199 32419502 -1
20 33375119 33375431 +1
20 34787241 34787542 +1
20 49163950 49164242 +1
3 101662343 101662635 +1
3 12541217 12541518 -1
3 57660193 57660487 -1
3 9463853 9464140 +1
4 56944288 56944600 -1
5 132960941 132961196 +1
5 140469221 140469532 +1
5 178616513 178616811 +1
5 180511329 180511619 +1
5 62500003 62500304 +1
5 72861416 72861702 -1
6 35683769 35684080 +1
7 5399945 5400196 -1
7 6103626 6103752 +1
7 69741422 69741719 +1
7 90614006 90614304 -1
8 140596300 140596608 +1
9 34188674 34188978 +1
7 139420205 139420498 -1
4 145039599 145039893 -1
10 97288300 97288609 +1
7 66726370 66726666 -1
16 78785897 78786209 -1
5 131201834 131202133 -1
7 5042900 5043195 +1
11 46628121 46628404 +1
16 89950697 89950988 +1
19 19800425 19800714 -1
5 43595312 43595596 +1
11 9196599 9196910 -1
16 78666002 78666315 +1
16 78790127 78790433 -1
2 200873187 200873489 -1
4 134136 134443 -1
6 83106527 83106835 +1
7 100849878 100850172 -1
8 6643968 6644291 +1
1 23146040 23146315 -1
1 26705143 26705439 -1
1 42182992 42183253 +1
1 9745762 9746067 -1
11 73753270 73753430 -1
11 9921963 9922278 +1
12 116560834 116561125 +1
15 90011924 90012228 +1
16 28199576 28199843 -1
16 78802633 78802942 +1
2 191692418 191692704 -1
2 20292648 20292958 +1
2 44412793 44413080 +1
3 14944565 14944679 +1
6 110785698 110786009 +1
6 42646839 42647121 -1
7 139654234 139654532 +1
1 227667051 227667331 -1
1 32678614 32678888 -1
1 42671146 42671452 +1
10 102859559 102859863 -1
11 70305371 70305669 -1
12 7000309 7000606 +1
14 67732154 67732445 +1
15 43748195 43748489 +1
16 73011460 73011737 +1
16 74355236 74355547 +1
17 29395254 29395555 +1
17 49344212 49344383 +1
17 75346578 75346862 -1
17 8368636 8368935 -1
19 12524176 12524465 +1
19 16634494 16634803 +1
19 52618561 52618696 -1
2 101760721 101761011 +1
2 112285681 112285973 +1
2 26061122 26061416 -1
2 37108575 37108867 -1
2 44173660 44173952 +1
20 32328917 32329206 -1
20 5819539 5819842 +1
22 29506860 29507164 -1
3 136657538 136657842 +1
3 150550722 150550957 -1
3 17197366 17197666 -1
3 185683411 185683708 -1
3 32736072 32736385 -1
3 33432045 33432318 +1
3 50019023 50019325 -1
4 22506270 22506573 +1
4 47900207 47900509 -1
5 140451515 140451807 -1
7 157200622 157200915 -1
1 155778984 155779281 +1
1 246155698 246156000 +1
1 54056759 54057066 +1
1 61689356 61689652 -1
1 8401479 8401772 +1
10 102771547 102771824 +1
10 124472029 124472320 +1
10 13625051 13625331 +1
10 68356222 68356526 +1
10 840869 841165 +1
11 14330289 14330524 +1
11 46567866 46568169 +1
12 66166182 66166494 +1
12 93504156 93504443 -1
14 45180432 45180734 -1
14 54878767 54879059 -1
14 73312432 73312731 +1
14 73889795 73890094 -1
16 222362 222624 +1
16 70409349 70409640 -1
17 45084972 45085266 +1
17 75383562 75383877 +1
18 2796587 2796881 -1
19 12033084 12033396 -1
19 18365337 18365643 -1
19 38317914 38318220 +1
19 47644013 47644324 -1
2 24335344 24335633 -1
2 25288152 25288387 +1
2 44197123 44197418 -1
2 54222267 54222569 +1
2 74170480 74170741 +1
20 37028083 37028379 +1
22 17678067 17678318 -1
22 28587500 28587746 -1
3 23960126 23960406 +1
5 116366169 116366468 +1
6 158304673 158304966 -1
6 18181486 18181763 +1
7 35888537 35888856 +1
8 10044239 10044539 -1
8 122879972 122880272 -1
8 125267504 125267781 +1
9 109058611 109058903 -1
9 35603057 35603266 -1
"Y" 12695247 12695554 +1
"Y" 13280112 13280398 +1
"Y" 19004939 19005119 +1
1 108954852 108955143 -1
1 149969041 149969328 +1
1 174440565 174440857 -1
1 197666875 197667153 +1
1 230184191 230184488 -1
1 28676785 28677068 +1
1 32078202 32078496 +1
1 36236895 36237172 +1
1 77666251 77666540 +1
1 86911784 86912064 -1
1 9254073 9254380 +1
10 121957948 121958243 +1
10 74906117 74906405 +1
10 75129243 75129537 -1
11 18630807 18631138 -1
11 65406194 65406493 -1
11 66654992 66655284 -1
11 67402782 67403051 +1
11 68477440 68477741 +1
11 74795219 74795463 -1
11 768208 768503 +1
12 112055413 112055738 +1
12 2878988 2879303 -1
12 50417128 50417400 +1
12 57422693 57422991 +1
12 64422616 64422919 +1
12 96305725 96306021 -1
13 40661274 40661596 -1
14 61743072 61743369 -1
14 75153759 75154070 -1
14 88825972 88826287 -1
14 90806624 90806919 +1
15 40688379 40688686 +1
15 44575493 44575790 -1
15 59168264 59168557 +1
15 65656861 65657170 -1
16 11801074 11801330 +1
16 68218956 68219103 +1
16 68871598 68871919 -1
16 78728055 78728372 -1
16 85059948 85060259 -1
17 32018085 32018347 +1
17 42249667 42249956 -1
17 43226068 43226366 +1
17 47082074 47082388 +1
17 49831019 49831287 +1
17 51110409 51110703 +1
17 63711652 63711963 +1
17 76785329 76785638 -1
18 24073529 24073819 -1
19 11931833 11932149 +1
19 2798010 2798325 -1
19 29716867 29717115 +1
19 36570079 36570390 +1
19 41381871 41382166 -1
19 48910403 48910702 +1
2 135606488 135606786 +1
2 147882269 147882577 +1
2 53965662 53965971 -1
2 53983221 53983521 +1
2 55330215 55330485 +1
20 35808970 35809266 +1
20 3986280 3986555 -1
21 43879075 43879373 +1
22 31515733 31515998 -1
3 130919214 130919518 -1
3 142573163 142573473 +1
3 160502363 160502665 -1
3 33010844 33011155 -1
3 57574408 57574706 -1
3 57592206 57592490 +1
4 2391940 2392166 +1
4 2497628 2497933 -1
4 55418764 55419081 +1
4 56945907 56946160 +1
5 134359005 134359303 +1
5 134746805 134747105 +1
5 180032978 180033280 -1
5 38968493 38968754 +1
5 40724853 40725147 -1
5 55660128 55660422 +1
6 110223082 110223319 -1
6 34808585 34808876 -1
6 75644475 75644784 -1
6 87159486 87159778 -1
7 107908395 107908681 +1
7 130156432 130156741 +1
7 140043522 140043831 -1
7 65740469 65740703 +1
7 65904215 65904503 -1
7 72898939 72899284 -1
7 77739430 77739733 +1
8 127930907 127931205 -1
8 129929930 129930235 +1
8 140501340 140501622 +1
8 38784290 38784581 +1
8 66675191 66675492 +1
8 80110923 80111240 +1
8 99300941 99301224 +1
9 121106056 121106355 +1
9 125279764 125280061 -1
9 77957076 77957384 +1
9 96470622 96470928 +1
 "X" 154037246 154037554 -1
1 11029634 11029920 -1
1 112612089 112612397 -1
1 154162916 154163108 -1
1 173994516 173994825 +1
1 180489028 180489182 +1
1 211264399 211264697 +1
1 211787220 211787509 +1
1 26746754 26747069 +1
1 28897268 28897542 +1
1 52075271 52075538 +1
1 6543698 6543843 +1
1 77603881 77604192 +1
1 93116096 93116258 -1
10 27159989 27160159 -1
10 63291965 63292258 -1
10 68049924 68050205 +1
10 68619910 68620204 +1
10 72142365 72142666 -1
10 97377234 97377519 +1
11 36486039 36486338 -1
11 3791250 3791562 +1
11 66260894 66261087 +1
11 66653362 66653661 -1
11 73079200 73079497 -1
12 112303567 112303885 +1
12 112460563 112460859 +1
12 112477030 112477310 -1
12 1137087 1137396 -1
12 45844020 45844318 -1
12 50542858 50543173 -1
12 57331927 57332095 +1
12 93383549 93383836 +1
13 20523977 20524220 +1
13 73935627 73935897 -1
14 35717562 35717857 -1
14 50310424 50310709 +1
14 55657628 55657927 +1
14 71720298 71720579 +1
15 40026173 40026476 +1
15 45647632 45647941 +1
15 64827178 64827489 +1
15 65503117 65503405 -1
15 84756830 84757125 +1
16 28858230 28858524 +1
16 69092328 69092620 +1
16 78389747 78390046 -1
16 78860835 78861119 -1
16 78865595 78865893 +1
16 89405853 89406129 +1
16 89467149 89467451 +1
17 21165341 21165620 -1
17 29735414 29735715 +1
17 30175844 30176031 +1
17 31991613 31991899 -1
17 39503096 39503372 -1
17 40237234 40237541 -1
17 47548587 47548874 -1
17 49340274 49340579 +1
17 5423229 5423540 +1
17 62014330 62014616 -1
17 64644303 64644621 +1
17 67898087 67898372 +1
18 36004259 36004552 -1
19 10917707 10918010 -1
19 13956807 13957055 -1
19 21316121 21316424 -1
19 34331711 34332006 +1
19 36196786 36197070 +1
19 37392380 37392688 -1
19 58565087 58565393 -1
2 121622288 121622584 +1
2 171039254 171039557 -1
2 191011435 191011562 -1
2 197491857 197492166 +1
2 20783712 20784012 -1
2 31942506 31942821 -1
2 32369428 32369726 -1
2 72680457 72680758 +1
2 9550776 9551086 +1
20 1339300 1339599 -1
20 63922189 63922482 +1
22 21854193 21854488 -1
22 28890750 28891046 -1
22 40269126 40269432 -1
3 113753693 113753909 -1
3 11500972 11501266 +1
3 129178749 129178963 -1
3 141516772 141517069 -1
3 172339282 172339592 +1
3 177168283 177168581 -1
3 188293782 188294083 +1
3 196071641 196071911 +1
3 196352252 196352545 -1
3 44943730 44943986 +1
3 52562534 52562840 -1
3 56625722 56625921 -1
3 68981911 68982208 -1
4 128171146 128171431 -1
4 26339745 26340032 +1
4 2879782 2880015 -1
4 39711757 39712049 +1
4 469892 470180 -1
4 493396 493701 +1
5 131755726 131756023 +1
5 133978733 133979033 +1
5 34974142 34974455 +1
5 37419531 37419819 +1
5 55374291 55374589 -1
6 149803823 149804110 +1
6 15284511 15284785 -1
6 20405542 20405827 +1
6 52556268 52556581 -1
6 75637859 75638161 -1
7 105032161 105032455 +1
7 133397124 133397432 -1
7 149275906 149276190 -1
7 24800960 24801265 +1
7 6131940 6132223 -1
7 66156874 66157181 +1
7 67312372 67312683 +1
7 75468313 75468617 -1
7 97968392 97968694 -1
8 42983485 42983775 -1
8 70292132 70292449 -1
8 86429916 86430216 +1
9 128510526 128510828 -1
9 133338140 133338294 -1
9 6441102 6441401 +1
9 77985028 77985319 +1
 "X" 123868447 123868743 +1
 "X" 54547422 54547715 +1
"Y" 19015325 19015617 -1
1 10097879 10098152 -1
1 120949971 120950253 -1
1 1316949 1317093 -1
1 145793036 145793322 +1
1 151211821 151212124 +1
1 155389390 155389698 +1
1 1559726 1560023 -1
1 15883422 15883592 -1
1 179897815 179898114 +1
1 21108621 21108925 +1
1 21138883 21139049 -1
1 21166443 21166758 +1
1 224202441 224202749 -1
1 235318620 235318890 +1
1 24419807 24420102 +1
1 26438930 26439230 -1
1 28570028 28570171 +1
1 36239257 36239566 -1
1 40043193 40043494 -1
1 42771696 42771991 +1
1 44869937 44870176 +1
1 45905496 45905788 +1
1 50712883 50713178 +1
1 51376983 51377283 +1
1 54317759 54318067 -1
1 8404147 8404444 +1
1 8485796 8486097 -1
1 87079132 87079437 -1
1 8778852 8779142 -1
1 9179305 9179614 +1
10 102019056 102019348 -1
10 102347926 102348236 -1
10 102607060 102607348 -1
10 103330069 103330372 -1
10 12370606 12370907 -1
10 21563242 21563536 +1
10 26728774 26729079 -1
10 29610448 29610720 -1
10 5688212 5688395 -1
10 67904117 67904433 -1
10 72111205 72111497 +1
10 86767406 86767688 +1
10 879496 879767 -1
11 107286673 107286978 +1
11 117053056 117053353 +1
11 119125035 119125338 -1
11 123522315 123522618 -1
11 46638154 46638456 +1
11 46755209 46755506 -1
11 47564517 47564813 +1
11 47568393 47568693 +1
11 47740595 47740889 -1
11 66747658 66747913 -1
11 68208167 68208472 +1
11 74979024 74979323 +1
11 9245002 9245315 +1
11 9273922 9274218 -1
11 9444397 9444595 -1
12 101899387 101899700 +1
12 110450569 110450861 +1
12 111862418 111862705 +1
12 111934481 111934780 +1
12 112089710 112089932 +1
12 112262228 112262545 +1
12 113258979 113259276 -1
12 118146238 118146545 -1
12 118340992 118341295 -1
12 121215698 121215838 -1
12 25221868 25222174 +1
12 32234661 32234984 -1
12 32529562 32529871 +1
12 48093280 48093583 -1
12 48950785 48951086 -1
12 51134278 51134585 -1
12 51213524 51213831 -1
12 54289776 54290021 -1
12 55788514 55788827 +1
12 57428349 57428645 +1
12 92874366 92874664 -1
13 32497986 32498264 -1
13 49689875 49690186 +1
13 52625117 52625407 -1
14 102660396 102660666 -1
14 21232389 21232666 -1
14 21239591 21239896 +1
14 34848323 34848602 +1
14 52679769 52680097 +1
14 63480175 63480463 +1
14 71373340 71373674 +1
14 71528373 71528665 +1
14 73064395 73064690 -1
14 73085022 73085316 -1
14 73764069 73764368 +1
14 74098239 74098538 +1
14 89976871 89977169 +1
14 91131790 91132092 -1
15 101744873 101745180 +1
15 41097499 41097773 -1
15 41316507 41316810 +1
15 42615013 42615308 -1
15 43749075 43749388 -1
15 57005563 57005869 -1
15 64974185 64974483 +1
15 68810778 68811084 +1
15 71977224 71977536 -1
16 22363945 22364242 -1
16 22401677 22401970 -1
16 29852086 29852383 -1
16 4866508 4866811 -1
16 50198135 50198467 +1
16 66828709 66829009 +1
16 67599114 67599403 +1
16 67850809 67851100 -1
16 69737104 69737394 -1
16 72335955 72336267 -1
16 74971734 74972008 -1
16 89533170 89533464 -1
17 28081882 28082202 -1
17 29425081 29425372 -1
17 29730036 29730313 +1
17 42549326 42549614 -1
17 4353505 4353809 -1
17 44184323 44184618 -1
17 50704832 50705143 +1
17 60458152 60458464 +1
17 67335561 67335681 +1
17 7162264 7162559 -1
17 77970810 77971029 +1
17 80809756 80810048 +1
18 45926544 45926847 +1
18 57709650 57709979 -1
19 10930839 10931010 +1
19 15343852 15344156 -1
19 21829969 21830295 +1
19 36029331 36029584 -1
19 36861859 36862160 -1
19 38627892 38628201 -1
19 45044578 45044771 +1
19 49603819 49604118 -1
19 53543947 53544238 +1
19 53861667 53861981 -1
19 58141303 58141594 -1
19 7070766 7071054 -1
19 7423448 7423722 +1
19 8582668 8582949 -1
2 112654964 112655268 -1
2 127794550 127794863 +1
2 128149053 128149341 -1
2 170068188 170068482 +1
2 171107776 171108067 +1
2 197524777 197524979 -1
2 202225285 202225561 +1
2 202409064 202409349 +1
2 202436171 202436457 +1
2 202898156 202898448 -1
2 218598176 218598465 +1
2 24825360 24825601 -1
2 27348286 27348458 +1
2 28847459 28847774 +1
2 32309681 32309988 -1
2 36988257 36988560 -1
2 39284563 39284873 +1
2 48519938 48520237 +1
2 53842824 53843124 -1
2 54010781 54010968 -1
2 55032086 55032378 -1
2 68207874 68208160 +1
2 70219503 70219651 -1
2 96732778 96733048 -1
2 96807572 96807743 +1
20 3143097 3143398 -1
20 33634397 33634699 +1
20 34807525 34807824 -1
20 35519663 35519972 -1
20 47264272 47264576 -1
20 5210225 5210522 -1
21 42991444 42991763 +1
21 44009760 44010055 +1
22 20493499 20493769 +1
22 27899325 27899622 -1
22 30669295 30669602 +1
22 30758119 30758420 +1
22 37947824 37948134 +1
22 40169997 40170291 +1
22 40943734 40944032 -1
22 43010427 43010742 +1
22 50401636 50401933 -1
3 123566287 123566583 -1
3 129769234 129769529 -1
3 136587257 136587561 +1
3 14944679 14944972 -1
3 170146870 170147169 -1
3 177160194 177160489 +1
3 17720829 17721140 -1
3 185981848 185982118 +1
3 194649906 194650218 -1
3 197231422 197231725 +1
3 197834862 197835165 +1
3 48840207 48840494 +1
3 49308330 49308618 -1
3 49406865 49407163 +1
3 50335306 50335618 -1
3 50661201 50661521 -1
3 57578491 57578778 -1
4 102810415 102810618 -1
4 128105610 128105919 +1
4 26777445 26777748 -1
4 39748497 39748635 +1
4 39960550 39960695 -1
4 40080355 40080634 -1
4 54030235 54030538 +1
4 82960778 82961066 +1
4 98883765 98884053 +1
5 133020182 133020473 +1
5 133984058 133984360 -1
5 134162932 134163230 +1
5 134775438 134775667 -1
5 149548579 149548860 +1
5 172989060 172989350 +1
5 180507317 180507615 +1
5 61418832 61419121 -1
5 69198309 69198508 -1
5 78441847 78442146 +1
5 87271452 87271775 -1
5 91247206 91247502 +1
6 159772897 159773153 -1
6 26174392 26174572 +1
6 35329153 35329464 -1
6 37277848 37278145 +1
6 42950063 42950258 +1
6 53323969 53324282 +1
6 87165753 87166044 -1
7 105293000 105293293 +1
7 149160156 149160383 +1
7 151510800 151511106 +1
7 152300777 152301072 +1
7 157150095 157150390 +1
7 28050851 28051160 +1
7 32596516 32596809 +1
7 33032141 33032442 +1
7 6058127 6058424 +1
7 66722960 66723262 -1
7 74248505 74248800 -1
7 98257072 98257367 +1
7 99339265 99339551 +1
8 115547948 115548224 +1
8 119805423 119805723 +1
8 23409716 23410022 -1
8 42353189 42353407 -1
9 125131125 125131433 +1
9 125139944 125140236 +1
9 125688136 125688436 -1
9 128229937 128230250 +1
9 130067752 130068039 -1
9 130122740 130123011 +1
9 131401375 131401650 -1
9 33836020 33836198 +1
9 33877863 33878052 -1
9 35776284 35776586 -1
9 37164599 37164863 -1
9 83673806 83674093 -1
 "X" 15792138 15792445 +1
 "X" 38324087 38324399 -1
 "X" 44901098 44901362 +1
 "X" 53419244 53419541 +1
1 12247157 12247429 +1
1 150335763 150336066 -1
1 155669745 155670032 +1
1 161301143 161301436 +1
1 167731435 167731737 -1
1 182806831 182807137 -1
1 19503401 19503706 +1
1 205171174 205171475 +1
1 223766682 223766981 +1
1 246846774 246846972 -1
1 25320759 25321060 +1
1 25354353 25354641 +1
1 26754836 26755114 +1
1 27346498 27346783 +1
1 29003804 29004061 -1
1 32020127 32020433 +1
1 39139946 39140253 -1
1 43741044 43741341 +1
1 45553141 45553430 +1
1 53229636 53229943 +1
1 65033587 65033741 +1
1 70320790 70321051 -1
1 77748388 77748686 +1
1 92782816 92783118 -1
10 119939027 119939349 +1
10 12026646 12026952 -1
10 32301991 32302253 +1
10 72192507 72192793 -1
10 96867612 96867732 +1
11 10284639 10284912 -1
11 118783520 118783831 +1
11 3765517 3765820 +1
11 43863613 43863899 -1
11 47431908 47432198 +1
11 47519217 47519526 +1
11 47636449 47636761 +1
